1	1	1	1
2	1	1	1
3	1	1	1
4	1	1	1
5	1	1	1
6	1	1	1
7	0	0	0
8	1	1	1
9	1	1	1
10	1	1	1
11	1	1	1
12	1	1	1
13	1	1	1
14	1	1	1
15	0	0	0
16	1	1	1
17	1	1	1
18	0	0	0
19	1	1	1
20	1	1	1
21	1	1	1
22	1	1	1
23	0	0	0
24	0	0	0
25	1	1	1
26	1	1	1
27	0	0	0
28	1	1	1
29	1	1	1
30	1	1	1
31	1	1	1
32	0	0	0
33	1	1	1
34	1	1	1
35	1	1	1
36	0	0	0
37	1	1	1
38	1	1	1
39	0	0	0
40	1	1	1
41	0	0	0
42	1	1	1
43	0	0	0
44	0	0	0
45	1	1	1
46	1	1	1
47	0	0	0
48	1	1	1
49	0	0	0
50	0	0	0
51	1	1	1
52	1	1	1
53	1	1	1
54	0	0	0
55	0	0	0
56	0	0	0
57	1	1	1
58	1	1	1
59	1	1	1
60	1	1	1
61	1	1	1
62	0	0	0
63	1	1	1
64	1	1	1
65	1	1	1
66	1	1	1
67	0	0	0
68	1	1	1
69	0	0	0
70	0	0	0
71	1	1	1
72	1	1	1
73	0	0	0
74	1	1	1
75	1	1	1
76	1	1	1
77	0	0	0
78	1	1	1
79	1	1	1
80	1	1	1
81	0	0	0
82	0	0	0
83	1	1	1
84	0	0	0
85	1	1	1
86	1	1	1
87	1	1	1
88	0	0	0
89	1	1	1
90	0	0	0
91	1	1	1
92	1	1	1
93	1	1	1
94	0	0	0
95	1	1	1
96	0	0	0
97	0	0	0
98	0	0	0
99	1	1	1
100	1	1	1
101	1	1	1
102	1	1	1
103	1	1	1
104	1	1	1
105	0	0	0
106	0	0	0
107	1	1	1
108	1	1	1
109	0	0	0
110	0	0	0
111	1	1	1
112	0	0	0
113	1	1	1
114	0	0	0
115	0	0	0
116	0	0	0
117	0	0	0
118	0	0	0
119	0	0	0
120	1	1	1
121	1	1	1
122	0	0	0
123	1	1	1
124	0	0	0
125	0	0	0
126	0	0	0
127	1	1	1
128	0	0	0
129	1	1	1
130	1	1	1
131	0	0	0
132	0	0	0
133	1	1	1
134	1	1	1
135	0	0	0
136	0	0	0
137	1	1	1
138	1	1	1
139	0	0	0
140	0	0	0
141	0	0	0
142	0	0	0
143	0	0	0
144	0	0	0
145	1	1	1
146	0	0	0
147	0	0	0
148	1	1	1
149	0	0	0
150	1	1	1
151	0	0	0
152	0	0	0
153	0	0	0
154	1	1	1
155	0	0	0
156	0	0	0
157	1	1	1
158	0	0	0
159	1	1	1
160	1	1	1
161	1	1	1
162	1	1	1
163	0	0	0
164	1	1	1
165	1	1	1
166	0	0	0
167	0	0	0
168	1	1	1
169	0	0	0
170	0	0	0
171	1	1	1
172	0	0	0
173	1	1	1
174	1	1	1
175	0	0	0
176	0	0	0
177	0	0	0
178	0	0	0
179	0	0	0
180	1	1	1
181	0	0	0
182	0	0	0
183	0	0	0
184	1	1	1
185	0	0	0
186	1	1	1
187	0	0	0
188	1	1	1
189	1	1	1
190	0	0	0
191	1	1	1
192	0	0	0
193	0	0	0
194	1	1	1
195	0	0	0
196	1	1	1
197	1	1	1
198	0	0	0
199	0	0	0
200	0	0	0
201	0	0	0
202	1	1	1
203	0	0	0
204	0	0	0
205	0	0	0
206	1	1	1
207	0	0	0
208	0	0	0
209	0	0	0
210	0	0	0
211	1	1	1
212	1	1	1
213	1	1	1
214	0	0	0
215	0	0	0
216	0	0	0
217	1	1	1
218	1	1	1
219	0	0	0
220	0	0	0
221	0	0	0
222	0	0	0
223	0	0	0
224	0	0	0
225	0	0	0
226	1	1	1
227	0	0	0
228	1	1	1
229	1	1	1
230	1	1	1
231	1	1	1
232	1	1	1
233	0	0	0
234	1	1	1
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	1	1	1
242	0	0	0
243	0	0	0
244	1	1	1
245	1	1	1
246	0	0	0
247	1	1	1
248	1	1	1
249	1	1	1
250	1	1	1
251	0	0	0
252	1	1	1
253	1	1	1
254	1	1	1
255	1	1	1
256	1	1	1
257	1	1	1
258	1	1	1
259	1	1	1
260	1	1	1
261	0	0	0
262	1	1	1
263	0	0	0
264	1	1	1
265	0	0	0
266	0	0	0
267	0	0	0
268	0	0	0
269	0	0	0
270	1	1	1
271	0	0	0
272	1	1	1
273	1	1	1
274	0	0	0
275	1	1	1
276	1	1	1
277	0	0	0
278	1	1	1
279	0	0	0
280	0	0	0
281	0	0	0
282	1	1	1
283	1	1	1
284	1	1	1
285	1	1	1
286	1	1	1
287	1	1	1
288	1	1	1
289	1	1	1
290	0	0	0
291	0	0	0
292	0	0	0
293	1	1	1
294	0	0	0
295	1	1	1
296	0	0	0
297	0	0	0
298	0	0	0
299	0	0	0
300	0	0	0
