1	TRUMP	Thank you very much.	0
2	SYSTEM	(APPLAUSE)	0
3	TRUMP	Thank you.	0
4	TRUMP	I would like to begin by addressing the terrorist attack in Manila.	0
5	TRUMP	We’re closely monitoring the situation, and I will continue to give updates if anything happens during this period of time.	0
6	TRUMP	But it is really very sad as to what’s going on throughout the world with terror.	0
7	TRUMP	Our thoughts and our prayers are with all of those affected.	0
8	TRUMP	Before we discuss the Paris Accord, I’d like to begin with an update on our tremendous — absolutely tremendous — economic progress since Election Day on November 8th.	1
9	TRUMP	The economy is starting to come back, and very, very rapidly.	1
10	TRUMP	We’ve added $3.3 trillion in stock market value to our economy, and more than a million private sector jobs.	1
11	TRUMP	I have just returned from a trip overseas where we concluded nearly $350 billion of military and economic development for the United States, creating hundreds of thousands of jobs.	1
12	TRUMP	It was a very, very successful trip, believe me.	0
13	SYSTEM	(APPLAUSE)	0
14	TRUMP	Thank you.	0
15	TRUMP	Thank you.	0
16	TRUMP	In my meetings at the G7, we have taken historic steps to demand fair and reciprocal trade that gives Americans a level playing field against other nations.	0
17	TRUMP	We’re also working very hard for peace in the Middle East, and perhaps even peace between the Israelis and the Palestinians.	0
18	TRUMP	Our attacks on terrorism are greatly stepped up — and you see that, you see it all over — from the previous administration, including getting many other countries to make major contributions to the fight against terror.	0
19	TRUMP	Big, big contributions are being made by countries that weren’t doing so much in the form of contribution.	0
20	TRUMP	One by one, we are keeping the promises I made to the American people during my campaign for President –- whether it’s cutting job-killing regulations; appointing and confirming a tremendous Supreme Court justice; putting in place tough new ethics rules; achieving a record reduction in illegal immigration on our southern border; or bringing jobs, plants, and factories back into the United States at numbers which no one until this point thought even possible.	0
21	TRUMP	And believe me, we’ve just begun.	0
22	TRUMP	The fruits of our labor will be seen very shortly even more so.	0
23	TRUMP	On these issues and so many more, we’re following through on our commitments.	0
24	TRUMP	And I don’t want anything to get in our way.	0
25	TRUMP	I am fighting every day for the great people of this country.	0
26	TRUMP	Therefore, in order to fulfill my solemn duty to protect America and its citizens, the United States will withdraw from the Paris Climate Accord —	0
27	SYSTEM	(APPLAUSE)	0
28	TRUMP	— thank you, thank you — but begin negotiations to reenter either the Paris Accord or a really entirely new transaction on terms that are fair to the United States, its businesses, its workers, its people, its taxpayers.	0
29	TRUMP	So we’re getting out.	0
30	TRUMP	But we will start to negotiate, and we will see if we can make a deal that’s fair.	0
31	TRUMP	And if we can, that’s great.	0
32	TRUMP	And if we can’t, that’s fine.	0
33	TRUMP	(APPLAUSE)	0
34	TRUMP	As President, I can put no other consideration before the wellbeing of American citizens.	0
35	TRUMP	The Paris Climate Accord is simply the latest example of Washington entering into an agreement that disadvantages the United States to the exclusive benefit of other countries, leaving American workers — who I love — and taxpayers to absorb the cost in terms of lost jobs, lower wages, shuttered factories, and vastly diminished economic production.	1
36	TRUMP	Thus, as of today, the United States will cease all implementation of the non-binding Paris Accord and the draconian financial and economic burdens the agreement imposes on our country.	1
37	TRUMP	This includes ending the implementation of the nationally determined contribution and, very importantly, the Green Climate Fund which is costing the United States a vast fortune.	0
38	TRUMP	Compliance with the terms of the Paris Accord and the onerous energy restrictions it has placed on the United States could cost America as much as 2.7 million lost jobs by 2025 according to the National Economic Research Associates.	1
39	TRUMP	This includes 440,000 fewer manufacturing jobs — not what we need — believe me, this is not what we need — including automobile jobs, and the further decimation of vital American industries on which countless communities rely.	1
40	TRUMP	They rely for so much, and we would be giving them so little.	0
41	TRUMP	According to this same study, by 2040, compliance with the commitments put into place by the previous administration would cut production for the following sectors:  paper down 12 percent; cement down 23 percent; iron and steel down 38 percent; coal — and I happen to love the coal miners — down 86 percent; natural gas down 31 percent.	1
42	TRUMP	The cost to the economy at this time would be close to $3 trillion in lost GDP and 6.5 million industrial jobs, while households would have $7,000 less income and, in many cases, much worse than that.	1
43	TRUMP	Not only does this deal subject our citizens to harsh economic restrictions, it fails to live up to our environmental ideals.	0
44	TRUMP	As someone who cares deeply about the environment, which I do, I cannot in good conscience support a deal that punishes the United States — which is what it does -– the world’s leader in environmental protection, while imposing no meaningful obligations on the world’s leading polluters.	1
45	TRUMP	For example, under the agreement, China will be able to increase these emissions by a staggering number of years — 13.	1
46	TRUMP	They can do whatever they want for 13 years.	0
47	TRUMP	Not us.	0
48	TRUMP	India makes its participation contingent on receiving billions and billions and billions of dollars in foreign aid from developed countries.	0
49	TRUMP	There are many other examples.	0
