1	TRUMP	Thank you very much everybody.	0
2	TRUMP	We’ve had a great three days at the United Nations in New York.	0
3	TRUMP	And this is quite a gathering.	0
4	TRUMP	Wow.	0
5	TRUMP	It’s a lot of people.	0
6	TRUMP	A lot of media.	0
7	SYSTEM	(LAUGHTER)	0
8	TRUMP	We’ve covered a great deal of territory.	0
9	TRUMP	Just left, as you know, Prime Minister Abe of Japan.	0
10	TRUMP	We’re starting trade talks with Japan.	0
11	TRUMP	They were not willing, for years, to talk trade, and now they’re willing to talk trade.	0
12	TRUMP	And I’m sure we’ll make a very good deal.	0
13	TRUMP	Just concluded, as you know — two days ago, signed a deal with South Korea — a trade deal.	0
14	TRUMP	A tremendous deal with South Korea.	0
15	TRUMP	It means a lot of business for our farmers.	0
16	TRUMP	We’re opening up for farmers.	0
17	TRUMP	We’re opening up for a lot of different groups.	0
18	TRUMP	We’re going to be able to sell much more than double the number of automobiles that we were allowed under a deal that was totally defective that was there before.	0
19	TRUMP	And so we’re very happy with that.	0
20	TRUMP	That deal is actually concluded.	0
21	TRUMP	We’re very well along the way with Mexico.	0
22	TRUMP	The relationship is very good.	0
23	TRUMP	And with Canada, we’ll see what happens.	0
24	TRUMP	They’re charging us 300-percent tariffs on dairy products.	0
25	TRUMP	We can’t have that.	0
26	TRUMP	We can’t have that.	0
27	TRUMP	With China, as you know, we put out an announcement today.	0
28	TRUMP	They would like to see me lose an election because they’ve never been challenged like this.	0
29	TRUMP	But I want to open up China to our farmers and to our industrialists and our companies.	0
30	TRUMP	And China is not open, but we’re open to them.	0
31	TRUMP	They charge us 25, 35, 55 percent for things, and we charge them nothing in terms of coming into the country.	0
32	TRUMP	Cars, they’re at 25 percent.	0
33	TRUMP	And we’re at 2 percent and 2.5 percent, and don’t even collect it.	0
34	TRUMP	But we collect it now.	0
35	TRUMP	So we’re doing very well in our situation with China on trade.	0
36	TRUMP	I have a great relationship with the President of China, President Xi.	0
37	TRUMP	But it’s got to be a two-way street.	0
38	TRUMP	It — for 25 years and longer, it was not.	0
39	TRUMP	And trillions and trillions of dollars was taken out of the United States for the benefit of China.	0
40	TRUMP	We just can’t have that.	0
41	TRUMP	We have to make it fair.	0
42	TRUMP	So we’re at $250 billion now, at 25 percent interest.	0
43	TRUMP	And a lot of money is coming into our coffers.	0
