1	TRUMP	Thank you very much.	0
2	TRUMP	Mr. Speaker, Mr. Vice President, members of Congress, the First Lady of the United States —	0
3	SYSTEM	(APPLAUSE)	0
4	TRUMP	 — and citizens of America: Tonight, as we mark the conclusion of our celebration of Black History Month, we are reminded of our nation’s path towards civil rights and the work that still remains to be done.	0
5	SYSTEM	(APPLAUSE)	0
6	TRUMP	Recent threats targeting Jewish community centers and vandalism of Jewish cemeteries, as well as last week’s shooting in Kansas City, remind us that while we may be a nation divided on policies, we are a country that stands united in condemning hate and evil in all of its very ugly forms.	0
7	SYSTEM	(APPLAUSE)	0
8	TRUMP	Each American generation passes the torch of truth, liberty and justice in an unbroken chain all the way down to the present.	0
9	TRUMP	That torch is now in our hands.	0
10	TRUMP	And we will use it to light up the world.	0
11	TRUMP	I am here tonight to deliver a message of unity and strength, and it is a message deeply delivered from my heart.	0
12	TRUMP	A new chapter —	0
13	SYSTEM	(APPLAUSE)	0
14	TRUMP	— of American Greatness is now beginning.	0
15	TRUMP	A new national pride is sweeping across our nation.	0
16	TRUMP	And a new surge of optimism is placing impossible dreams firmly within our grasp.	0
17	TRUMP	What we are witnessing today is the renewal of the American spirit.	0
18	TRUMP	Our allies will find that America is once again ready to lead.	0
19	SYSTEM	(APPLAUSE)	0
20	TRUMP	All the nations of the world — friend or foe — will find that America is strong, America is proud, and America is free.	0
21	TRUMP	In nine years, the United States will celebrate the 250th anniversary of our founding — 250 years since the day we declared our independence.	0
22	TRUMP	It will be one of the great milestones in the history of the world.	0
23	TRUMP	But what will America look like as we reach our 250th year?	0
24	TRUMP	What kind of country will we leave for our children?	0
25	TRUMP	I will not allow the mistakes of recent decades past to define the course of our future.	0
26	TRUMP	For too long, we’ve watched our middle class shrink as we’ve exported our jobs and wealth to foreign countries.	0
27	TRUMP	We’ve financed and built one global project after another, but ignored the fates of our children in the inner cities of Chicago, Baltimore, Detroit, and so many other places throughout our land.	0
28	TRUMP	We’ve defended the borders of other nations while leaving our own borders wide open for anyone to cross and for drugs to pour in at a now unprecedented rate.	1
29	TRUMP	And we’ve spent trillions and trillions of dollars overseas, while our infrastructure at home has so badly crumbled.	0
30	TRUMP	Then, in 2016, the Earth shifted beneath our feet.	0
31	TRUMP	The rebellion started as a quiet protest, spoken by families of all colors and creeds — families who just wanted a fair shot for their children and a fair hearing for their concerns.	0
32	TRUMP	But then the quiet voices became a loud chorus as thousands of citizens now spoke out together, from cities small and large, all across our country.	0
33	TRUMP	Finally, the chorus became an earthquake, and the people turned out by the tens of millions, and they were all united by one very simple, but crucial demand: that America must put its own citizens first.	0
34	TRUMP	Because only then can we truly make America great again.	0
35	SYSTEM	(APPLAUSE)	0
36	TRUMP	Dying industries will come roaring back to life.	0
37	TRUMP	Heroic veterans will get the care they so desperately need.	0
38	TRUMP	Our military will be given the resources its brave warriors so richly deserve.	0
39	TRUMP	Crumbling infrastructure will be replaced with new roads, bridges, tunnels, airports and railways gleaming across our very, very beautiful land.	0
40	TRUMP	Our terrible drug epidemic will slow down and, ultimately, stop.	0
41	TRUMP	And our neglected inner cities will see a rebirth of hope, safety and opportunity.	0
42	TRUMP	Above all else, we will keep our promises to the American people.	0
43	SYSTEM	(APPLAUSE)	0
44	TRUMP	It’s been a little over a month since my inauguration, and I want to take this moment to update the nation on the progress I’ve made in keeping those promises.	0
45	TRUMP	Since my election, Ford, Fiat-Chrysler, General Motors, Sprint, Softbank, Lockheed, Intel, Walmart, and many others, have announced that they will invest billions of dollars in the United States and will create tens of thousands of new American jobs.	1
46	SYSTEM	(APPLAUSE)	0
47	TRUMP	The stock market has gained almost $3 trillion in value since the election on November 8th, a record.	0
48	TRUMP	We’ve saved taxpayers hundreds of millions of dollars by bringing down the price of a fantastic — and it is a fantastic — new F-35 jet fighter, and we’ll be saving billions more on contracts all across our government.	0
49	TRUMP	We have placed a hiring freeze on non-military and non-essential federal workers.	0
50	TRUMP	We have begun to drain the swamp of government corruption by imposing a five-year ban on lobbying by executive branch officials and a lifetime ban —	0
51	SYSTEM	(APPLAUSE)	0
52	TRUMP	— thank you — and a lifetime ban on becoming lobbyists for a foreign government.	0
53	TRUMP	We have undertaken a historic effort to massively reduce job-crushing regulations, creating a deregulation task force inside of every government agency.	0
54	SYSTEM	(APPLAUSE)	0
55	TRUMP	And we’re imposing a new rule which mandates that for every one new regulation, two old regulations must be eliminated.	0
56	SYSTEM	(APPLAUSE)	0
57	TRUMP	We’re going to stop the regulations that threaten the future and livelihood of our great coal miners.	0
58	SYSTEM	(APPLAUSE)	0
59	TRUMP	We have cleared the way for the construction of the Keystone and Dakota Access Pipelines —	0
60	SYSTEM	(APPLAUSE)	0
61	TRUMP	— thereby creating tens of thousands of jobs.	0
