1	RADDATZ	Good evening to you all.	0
2	RADDATZ	The rules for tonight are very basic and have been agreed to by all three campaigns in advance.	0
3	RADDATZ	Candidates can take up to a minute-and-a-half to respond directly to a question.	0
4	RADDATZ	For a rebuttal, for a follow-up, 45 seconds will be allowed.	0
5	RADDATZ	There are green, yellow, and red lights that each candidate will see to signal when time is running out and when they're supposed to be finished with their answers.	0
6	MUIR	We will be tackling many critical issues right here tonight, and we begin with opening statements, in alphabetical order, and Secretary Clinton.	0
7	CLINTON	Well, thank you.	0
8	CLINTON	And I'm delighted to be here in New Hampshire for this debate.	0
9	CLINTON	You know, the American president has to both keep our families safe and make the economy grow in a way that helps everyone, not just those at the top.	0
10	CLINTON	That's the job.	0
11	CLINTON	I have a strategy to combat and defeat ISIS without getting us involved in another ground war, and I have plans to raise incomes and deal with a lot of the problems that keep families up at night.	0
12	CLINTON	I'm very clear that we have a distinct difference between those of us on this stage tonight and all of our Republican counterparts.	0
13	CLINTON	From my perspective, we have to prevent the Republicans from rolling back the progress that we've made.	0
14	CLINTON	They would repeal the Affordable Care Act, not improve it.	0
15	CLINTON	They would give more tax breaks to the super-wealthy and corporations, not to the middle class.	0
16	CLINTON	And they would, despite all their tough talk about terrorism, continue to let people who are on the no-fly list buy guns.	0
17	CLINTON	So we have a lot of work to do in this campaign to make it clear where we stand in the Democratic Party, what we will do for our country, and I look forward to this evening's discussion of real issues that face the American people.	0
18	CLINTON	Thank you.	0
19	RADDATZ	Thank you, Secretary Clinton.	0
20	SYSTEM	(APPLAUSE)	0
21	RADDATZ	Governor O'Malley?	0
22	O'MALLEY	Martha, thank you.	0
23	O'MALLEY	Tonight we have a different debate than the debates that we have been allowed to have so far, because tonight is different because of this reason, that in the course of this presidential campaign America has again been attacked by jihadi terrorists, American lives taken from us.	0
24	O'MALLEY	So, yes, we must talk about our ideas to move our economy forward, but the first job of the president of the United States is to protect the people of the United States.	0
25	O'MALLEY	I visited with a number of our neighbors in Northern Virginia at a mosque last Friday.	0
26	O'MALLEY	And as I looked out there at the eyes of our neighbors, I also looked in the eyes of veterans.	0
27	O'MALLEY	I looked into the eyes of Boy Scouts.	0
28	O'MALLEY	I looked into the eyes of moms and dads who would do anything in their power to protect our country's values and our freedoms.	0
29	O'MALLEY	What our nation needs right now is to realize that, while we face a terrible danger, we also face a different sort of political danger.	0
30	O'MALLEY	And that is the danger that democracies find themselves susceptible to when unscrupulous leaders try to turn us upon each other.	0
31	O'MALLEY	What our country needs right now is new leadership that will bring us together around the values that unite us and the freedoms that we share as Americans.	0
